Name,Trigger,AttackName,Impact,Puncture,Slash,Cold,Electricity,Heat,Toxin,Blast,Corrosive,Gas,Magnetic,Radiation,Viral,Void,BaseDamage,BaseDps,TotalDamage,CritChance,CritMultiplier,AvgShotDmg,BurstDps,SustainedDps,LifetimeDmg,StatusChance,ForcedProcs,AvgProcCount,AvgProcPerSec,Multishot,FireRate,ChargeTime,Disposition,Mastery,Magazine,AmmoPickup,AmmoMax,Reload,ShotType,ShotSpeed,PunchThrough,Accuracy,Introduced,IntroducedDate,Slot,Class,AmmoType,Range,InternalName,Family,FalloffStart,FalloffEnd,FalloffReduction
Kuva Ogris,Semi-Auto,Rocket Explosion,0,183,155,0,0,0,0,349,0,0,0,0,0,0,687,1030.5,1099.2,0.09,2,1198.128,1797.192,876.67902439024,11981.28,0.47,nil,0.47,0.705,1,1.5,0,0.7,15,3,1,7,2.1,AoE,inf,0,100,Update 26.0,2019-10-31,Primary,Launcher,Primary,7.9,/Lotus/Weapons/Grineer/KuvaLich/LongGuns/Ogris/KuvaOgris,Ogris,0,7.9,0.8
MK1-Paris,Semi-Auto,Uncharged Shot,5.75,86.25,23,0,0,0,0,0,0,0,0,0,0,0,115,209.09090909091,115,0.3,2,149.5,271.81818181818,96.451612903226,10913.5,0.15,nil,0.15,0.27272727272727,1,1,0,1.45,0,1,15,72,0.55,Projectile,70,0,16.7,Update 14.0,2014-07-18,Primary,Bow,Primary,0,/Lotus/Weapons/MK1Series/MK1Paris,Paris,0,inf,1
MK1-Paris,Charge,Charged Shot,11.5,184,34.5,0,0,0,0,0,0,0,0,0,0,0,230,418.18181818182,230,0.3,2,299,543.63636363636,284.7619047619,21827,0.15,nil,0.15,0.14285714285714,1,1,0.5,1.45,0,1,15,72,0.55,Projectile,85,2,16.7,Update 14.0,2014-07-18,Primary,Bow,Primary,0,/Lotus/Weapons/MK1Series/MK1Paris,Paris,0,inf,1
Corinth Prime,Semi-Auto,Buckshot,25.2,37.8,27,0,0,0,0,0,0,0,0,0,0,0,90,766.8,540,0.3,2.8,831.6,1180.872,973.51360263809,116424,0.09,nil,0.54,0.7668,6,1.42,0,1,14,20,15,120,3,Hit-Scan,inf,0,9.1,Hotfix 27.3.6,2020-03-31,Primary,Shotgun,Primary,300,/Lotus/Weapons/Tenno/LongGuns/PrimeCorinth/PrimeCorinth,Corinth,18,36,0.6667
Corinth Prime,Semi-Auto,Air Burst Projectile,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,66.7,100,0.04,1.6,102.4,68.3008,48.779317240394,3584,0.5,nil,1.5,1.0005,1,0.667,0,1,14,20,15,120,3,Projectile,50,0,9.1,Hotfix 27.3.6,2020-03-31,Primary,Shotgun,Primary,0,/Lotus/Weapons/Tenno/LongGuns/PrimeCorinth/PrimeCorinth,Corinth,0,inf,1
Corinth Prime,Semi-Auto,Air Burst Explosion,0,0,0,0,0,0,0,2200,0,0,0,0,0,0,2200,1467.4,2200,0.04,1.6,2252.8,1502.6176,1073.1449792887,78848,0.5,nil,0.5,0.3335,1,0.667,0,1,14,20,15,120,3,AoE,inf,0,9.1,Hotfix 27.3.6,2020-03-31,Primary,Shotgun,Primary,9.8,/Lotus/Weapons/Tenno/LongGuns/PrimeCorinth/PrimeCorinth,Corinth,0,9.8,0.9
Boltor Prime,Auto,Normal Attack,4.6,41.4,0,0,0,0,0,0,0,0,0,0,0,0,46,460,46,0.12,2,51.52,515.2,368,30912,0.34,nil,0.34,3.4,1,10,0,1.2,13,60,80,540,2.4,Projectile,120,0,50,Update 12.4,2014-03-05,Primary,Rifle,Primary,0,/Lotus/Weapons/Tenno/LongGuns/PrimeBoltor/PrimeBoltor,Boltor,0,inf,1
Grinlok,Semi-Auto,Normal Attack,93.5,18.7,74.8,0,0,0,0,0,0,0,0,0,0,0,187,312.29,187,0.15,2.5,229.075,382.55525,290.81824900752,125762.175,0.35,nil,0.35,0.5845,1,1.67,0,1.3,7,9,80,540,1.7,Hit-Scan,inf,0,44.4,Update 12.1,2014-02-13,Primary,Rifle,Primary,300,/Lotus/Weapons/Grineer/LongGuns/GrineerLeverActionRifle/GLARifle,Grinlok,0,inf,1
Hema,Burst,Normal Attack,0,0,0,0,0,0,0,0,0,0,0,0,47,0,47,282,47,0.11,2,156.51,313.02,260.85,9390.6,0.25,nil,0.25,1.5,1,6,0,1.3,7,60,0,0,2,Projectile,150,0,20,Update 19.5,2016-12-22,Primary,Rifle,Primary,0,/Lotus/Weapons/Infested/LongGuns/InfWFAccompanyingPri/InfestedBurstRifle,Hema,0,inf,1
Cedo,Auto,Normal Attack,0,30,0,0,0,0,0,0,0,0,0,0,0,0,30,689.4,180,0.2,2.4,230.4,882.432,728.89109156238,55296,0.003,nil,0.018,0.06894,6,3.83,0,0.65,8,40,15,200,2.2,Hit-Scan,inf,0,20,Update 29.6,2020-12-18,Primary,Shotgun,Primary,300,/Lotus/Weapons/Tenno/LongGuns/TnAlchemistShotgun/TnAlchemistShotgun,Cedo,26,52,0.9667
Cedo,Auto / Semi,Alt-Fire Glaive,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,20,20,0.02,1.4,20.16,20.16,-nan,inf,0.5,nil,0.5,0.5,1,1,0,0.65,8,40,15,200,2.2,Projectile,60,0,80,Update 29.6,2020-12-18,Primary,Shotgun,Primary,0,/Lotus/Weapons/Tenno/LongGuns/TnAlchemistShotgun/TnAlchemistShotgun,Cedo,0,inf,1
Cedo,Auto / Semi,Glaive Radial Attack,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,10,10,0.02,1.4,10.08,10.08,-nan,inf,0.5,nil,0.5,0.5,1,1,0,0.65,8,40,15,200,2.2,AoE,inf,0,20,Update 29.6,2020-12-18,Primary,Shotgun,Primary,6,/Lotus/Weapons/Tenno/LongGuns/TnAlchemistShotgun/TnAlchemistShotgun,Cedo,0,6,0
Braton Vandal,Auto,Normal Attack,12.25,1.75,21,0,0,0,0,0,0,0,0,0,0,0,35,262.5,35,0.16,2,40.6,304.5,241.18811881188,24360,0.16,nil,0.16,1.2,1,7.5,0,1.3,4,50,80,550,1.75,Hit-Scan,inf,0,33.33,Hotfix 6.3.1,2013-02-15,Primary,Rifle,Primary,300,/Lotus/Weapons/Tenno/Rifle/VIPRifle,Braton,0,inf,1
Burston,Burst,Normal Attack,10,10,10,0,0,0,0,0,0,0,0,0,0,0,30,234.9,30,0.06,1.6,93.24,243.3564,180.53145400593,54545.4,0.18,nil,0.18,1.4094,1,7.83,0,1.45,0,45,80,540,2,Hit-Scan,inf,0,25,Vanilla,2012-10-25,Primary,Rifle,Primary,300,/Lotus/Weapons/Tenno/Rifle/BurstRifle,Burston,0,inf,1
Buzlok,Auto,Normal Attack,30,24,6,0,0,0,0,0,0,0,0,0,0,0,60,375,60,0.23,2.5,80.7,504.375,366.81818181818,47613,0.21,nil,0.21,1.3125,1,6.25,0,1.45,11,50,80,540,3,Projectile,80,0,13.3,Update 14.7,2014-09-17,Primary,Rifle,Primary,0,/Lotus/Weapons/Grineer/LongGuns/GrnGorgSniperRifle/GrnGorgSniperRifle,Buzlok,0,inf,1
Buzlok,Semi-Auto,Beacon,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5.01,3,0,1,3,5.01,4.553717505908,1770,0,nil,0,0,1,1.67,0,1.45,11,50,80,540,3,Projectile,200,0,16.7,Update 14.7,2014-09-17,Primary,Rifle,Primary,0,/Lotus/Weapons/Grineer/LongGuns/GrnGorgSniperRifle/GrnGorgSniperRifle,Buzlok,0,inf,1
Miter,Charge,Uncharged Shot,20,10,70,0,0,0,0,0,0,0,0,0,0,0,100,250,100,0.05,2,105,262.5,210,10500,0.2,nil,0.2,0.5,1,2.5,0,1.5,6,20,40,80,2,Projectile,60,0,100,Update 9.5,2013-08-09,Primary,Rifle,Primary,0,/Lotus/Weapons/Grineer/LongGuns/GrineerSawbladeGun/SawBladeGun,Miter,0,inf,1
Miter,Charge,Charged Shot,12.5,12.5,225,0,0,0,0,0,0,0,0,0,0,0,250,625,250,0.1,2,275,366.66666666667,323.52941176471,27500,0.5,nil,0.5,0.43478260869565,1,2.5,0.75,1.5,6,20,40,80,2,Projectile,100,2.5,100,Update 9.5,2013-08-09,Primary,Rifle,Primary,0,/Lotus/Weapons/Grineer/LongGuns/GrineerSawbladeGun/SawBladeGun,Miter,0,inf,1
Ferrox,Charge,Charged Shot,35,245,70,0,0,0,0,0,0,0,0,0,0,0,350,465.5,350,0.32,2.8,551.6,733.628,811.17647058824,60676,0.1,nil,0.1,0.07987987987988,1,1.33,0.5,1.15,14,10,20,100,1.8,Hit-Scan,inf,1.5,16.7,Update 19.13,2017-03-09,Primary,Speargun,Primary,300,/Lotus/Weapons/Corpus/LongGuns/Spears/Railgun/CorpusRailgun,Ferrox,0,inf,1
Ferrox,Charge,Radial Attack,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,133,100,0.32,2.8,157.6,209.608,169.12054219784,17336,0.1,nil,0.1,0.133,1,1.33,0,1.15,14,10,20,100,1.8,AoE,inf,0,16.7,Update 19.13,2017-03-09,Primary,Speargun,Primary,3.6,/Lotus/Weapons/Corpus/LongGuns/Spears/Railgun/CorpusRailgun,Ferrox,0,3.6,0.4
Ferrox,Semi,Spear Throw,35,5,10,0,0,0,0,0,0,0,0,0,0,0,50,50,50,0.04,2,52,52,43.333333333333,5720,0.33,nil,1.33,1.33,1,1,0,1.15,14,10,20,100,2,Projectile,90,0,16.7,Update 19.13,2017-03-09,Primary,Speargun,Primary,0,/Lotus/Weapons/Corpus/LongGuns/Spears/Railgun/CorpusRailgun,Ferrox,0,inf,1
Ferrox,Charge,Attraction Field,0,0,0,0,150,0,0,0,0,0,0,0,0,0,150,75,150,0.04,2,156,78,71.559633027523,17160,0.5,nil,0.5,0.25,1,0.5,0,1.15,14,10,20,100,1.8,AoE,inf,0,16.7,Update 19.13,2017-03-09,Primary,Speargun,Primary,10,/Lotus/Weapons/Corpus/LongGuns/Spears/Railgun/CorpusRailgun,Ferrox,0,inf,1
Dera Vandal,Auto,Normal Attack,6.4,24,1.6,0,0,0,0,0,0,0,0,0,0,0,32,360,32,0.08,2,34.56,388.8,290.69158878505,20736,0.3,nil,0.3,3.375,1,11.25,0,1.35,7,60,80,540,1.8,Projectile,150,0,100,Update 16.5,2015-05-12,Primary,Rifle,Primary,0,/Lotus/Weapons/ClanTech/Energy/DeraVandal,Dera,0,inf,1
Quellor,Auto / Charge,Auto,8,22,12,16,0,0,0,0,0,0,0,0,0,0,58,348,58,0.12,1.6,62.176,373.056,345.42222222222,74611.2,0.38,nil,0.38,2.28,1,6,0,1.15,12,300,80,900,4,Hit-Scan,inf,0,33.33,Update 27.0,2019-12-13,Primary,Rifle,Primary,300,/Lotus/Weapons/Tenno/LongGuns/TnRailjackRifle/RailjackRifleGun,Quellor,0,inf,1
Quellor,Auto Charge,Alt-Fire,600,0,0,800,0,0,0,0,0,0,0,0,0,0,1400,1400,1400,0.4,2.2,2072,1726.6666666667,1110,49728,0.1,nil,1.1,0.5,1,1,1.2,1.15,12,300,80,900,4,Projectile,210,0,33.33,Update 27.0,2019-12-13,Primary,Rifle,Primary,0,/Lotus/Weapons/Tenno/LongGuns/TnRailjackRifle/RailjackRifleGun,Quellor,9,18,0.6657
Burston Prime,Burst,Normal Attack,10.8,10.8,14.4,0,0,0,0,0,0,0,0,0,0,0,36,491.04,36,0.18,1.8,123.552,561.74976,349.73352517986,72277.92,0.3,nil,0.3,4.092,1,13.64,0,1.35,12,45,80,540,2,Hit-Scan,inf,0,25,Update 11.5,2013-12-19,Primary,Rifle,Primary,300,/Lotus/Weapons/Tenno/LongGuns/PrimeBurston/PrimeBurston,Burston,0,inf,1
Karak Wraith,Auto,Normal Attack,13.95,9.3,7.75,0,0,0,0,0,0,0,0,0,0,0,31,361.77,31,0.13,2,35.03,408.8001,294.31252699784,21018,0.25,nil,0.25,2.9175,1,11.67,0,1.28,7,60,80,540,2,Hit-Scan,inf,0,28.6,Update 16.5,2015-05-12,Primary,Rifle,Primary,300,/Lotus/Weapons/Grineer/LongGuns/GrineerM16Homage/KarakWraith,Karak,0,inf,1
Rubico Prime,Semi-Auto,Unzoomed,149.6,28.1,9.3,0,0,0,0,0,0,0,0,0,0,0,187,686.29,187,0.38,3,329.12,1207.8704,489.41264181523,25342.24,0.16,nil,0.16,0.5872,1,3.67,0,0.6,12,5,15,72,2,Hit-Scan,inf,1,13.3,Update 23.9,2018-09-25,Primary,Sniper Rifle,Primary,1000,/Lotus/Weapons/Tenno/LongGuns/RubicoPrime/RubicoPrimeWeapon,Rubico,400,600,0.5
Kuva Zarr,Semi-Auto,Cannon Mode Projectile,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,108.5,80,0.25,2.5,110,238.7,77.419564089258,1100,0.31,nil,0.31,0.6727,1,2.17,0,0.6,15,5,1,5,4.8,Projectile,75,0,100,Update 30.5,2021-07-06,Primary,Launcher,Primary,0,/Lotus/Weapons/Grineer/KuvaLich/LongGuns/Zarr/KuvaZarr,Zarr,0,inf,1
Kuva Zarr,Semi-Auto,Cannon Mode Explosion,0,0,0,0,0,0,0,673,0,0,0,0,0,0,673,1460.41,1076.8,0.25,2.5,1480.6,3212.902,1042.0673326414,14806,0.31,nil,0.31,0.6727,1,2.17,0,0.6,15,5,1,5,4.8,AoE,inf,0,0,Update 30.5,2021-07-06,Primary,Launcher,Primary,7,/Lotus/Weapons/Grineer/KuvaLich/LongGuns/Zarr/KuvaZarr,Zarr,0,7,0.7
Kuva Zarr,Semi-Auto,Cannon Mode Cluster Bomb Contact,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,97.65,72,0.25,2.5,99,214.83,69.677607680332,990,0.31,nil,0.93,2.0181,3,2.17,0,0.6,15,5,1,5,4.8,Projectile,8,0,0,Update 30.5,2021-07-06,Primary,Launcher,Primary,0,/Lotus/Weapons/Grineer/KuvaLich/LongGuns/Zarr/KuvaZarr,Zarr,0,inf,1
Kuva Zarr,Semi-Auto,Cannon Mode Cluster Bomb Explosion,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50,325.5,240,0.25,2.5,330,716.1,232.25869226777,3300,0.31,nil,0.93,2.0181,3,2.17,0,0.6,15,5,1,5,4.8,AoE,inf,0,0,Update 30.5,2021-07-06,Primary,Launcher,Primary,3,/Lotus/Weapons/Grineer/KuvaLich/LongGuns/Zarr/KuvaZarr,Zarr,0,3,0.3
Kuva Zarr,Semi-Auto,Barrage Mode,15,25,10,0,0,0,0,0,0,0,0,0,0,0,50,1085,800,0.37,2.5,1244,2699.48,875.54488842761,12440,0.097,nil,0.97,2.1049,10,2.17,0,0.6,15,5,1,5,4.8,Projectile,120,1.6,4.3,Update 30.5,2021-07-06,Primary,Launcher,Primary,0,/Lotus/Weapons/Grineer/KuvaLich/LongGuns/Zarr/KuvaZarr,Zarr,20,40,0.98
Kohm,Auto-Spool,Single Pellet,6,6,18,0,0,0,0,0,0,0,0,0,0,0,30,22.02,30,0.11,2.3,34.29,25.16886,25.018950533132,41319.45,0.75,nil,0.75,0.5505,1,0.734,0,1.3,5,245,40,960,2,Hit-Scan,inf,1.5,8,Update 15.6,2014-12-11,Primary,Shotgun,Primary,300,/Lotus/Weapons/Grineer/LongGuns/GrnSpark/GrnSparkRifle,Kohm,15,25,0.7333
Kohm,Auto-Spool,Fully Spooled,6,6,18,0,0,0,0,0,0,0,0,0,0,0,30,1321.2,360,0.11,2.3,411.48,1510.1316,1347.937190518,123452.39755102,0.0625,nil,0.75,2.7525,12,3.67,0,1.3,5,245,40,960,2,Hit-Scan,inf,1.5,8,Update 15.6,2014-12-11,Primary,Shotgun,Primary,300,/Lotus/Weapons/Grineer/LongGuns/GrnSpark/GrnSparkRifle,Kohm,15,25,0.7333
Kuva Tonkor,Semi-Auto,Grenade Impact,0,59,0,0,0,0,0,0,0,0,0,0,0,0,59,39.333333333333,94.4,0.3,2.5,136.88,91.253333333333,75.396976542137,1642.56,0.17,nil,1.17,0.78,1,3.17,0,0.95,13,1,3,11,1.5,Projectile,40,0,100,Update 26.0,2019-10-31,Primary,Launcher,Primary,0,/Lotus/Weapons/Grineer/KuvaLich/LongGuns/Tonkor/KuvaTonkor,Tonkor,0,inf,1
Kuva Tonkor,Semi-Auto,Grenade Explosion,0,168,204,0,0,0,0,302,0,0,0,0,0,0,674,449.33333333333,1078.4,0.3,2.5,1563.68,1042.4533333333,861.31461337967,18764.16,0.17,nil,0.17,0.11333333333333,1,3.17,0,0.95,13,1,3,11,1.5,AoE,inf,0,100,Update 26.0,2019-10-31,Primary,Launcher,Primary,7,/Lotus/Weapons/Grineer/KuvaLich/LongGuns/Tonkor/KuvaTonkor,Tonkor,0,7,0.7
Argonak,Auto / Semi,Full Auto Mode,24.51,6.27,26.22,0,0,0,0,0,0,0,0,0,0,0,57,342,57,0.09,1.5,59.565,357.39,267.73118466899,30735.54,0.27,nil,0.27,1.62,1,6,0,1.25,7,43,80,473,2.4,Hit-Scan,inf,0,28.6,Update 22.0,2017-10-12,Primary,Rifle,Primary,300,/Lotus/Weapons/Grineer/LongGuns/LaserAimRifle/LaserAimRifle,Argonak,0,inf,1
Argonak,Semi-Auto,Semi-Auto Mode,24.51,6.27,26.22,0,0,0,0,0,0,0,0,0,0,0,57,246.81,57,0.27,2.3,77.007,333.44031,268.540854997,39735.612,0.19,nil,0.19,0.8227,1,4.33,0,1.25,7,43,80,473,2.4,Hit-Scan,inf,0,28.6,Update 22.0,2017-10-12,Primary,Rifle,Primary,300,/Lotus/Weapons/Grineer/LongGuns/LaserAimRifle/LaserAimRifle,Argonak,0,inf,1
Rakta Cernos,Semi-Auto,Uncharged Shot,211.5,11.75,11.75,0,0,0,0,0,0,0,0,0,0,0,235,391.66666666667,235,0.35,2,317.25,528.75,198.28125,23159.25,0.15,nil,0.15,0.25,1,1,0,1.25,12,1,15,72,0.6,Projectile,70,0,16.7,Update 17.3,2015-09-02,Primary,Bow,Primary,0,/Lotus/Weapons/Syndicates/RedVeil/Bows/RVCernos,Cernos,0,inf,1
Rakta Cernos,Charge,Charged Shot,423,23.5,23.5,0,0,0,0,0,0,0,0,0,0,0,470,783.33333333333,470,0.35,2,634.5,1057.5,746.47058823529,46318.5,0.15,nil,0.15,0.17647058823529,1,1,0.25,1.25,12,1,15,72,0.6,Projectile,100,1,16.7,Update 17.3,2015-09-02,Primary,Bow,Primary,0,/Lotus/Weapons/Syndicates/RedVeil/Bows/RVCernos,Cernos,0,inf,1
Alternox,Auto / Active,Normal Attack,0,0,0,0,62,0,0,0,0,0,0,0,0,0,62,268.46,62,0.14,2.2,72.416,313.56128,245.28456836341,41132.288,0.3,nil,0.3,1.299,1,4.33,0,0.95,8,28,40,540,1.8,Projectile,60,0,18.2,Update 31.5,2022-04-27,Primary,Rifle,Primary,0,/Lotus/Weapons/Tenno/LongGuns/GyreRifle/GyreRifleWeapon,Alternox,0,inf,1
Alternox,Active,Alt-Fire Contact,5,37.5,7.5,0,0,0,0,0,0,0,0,0,0,0,50,75,50,0.02,2,51,76.5,55.20618556701,7242,0.44,nil,0.44,0.66,1,1.5,0,0.95,8,28,40,540,1.8,Projectile,60,0,18.2,Update 31.5,2022-04-27,Primary,Rifle,Primary,0,/Lotus/Weapons/Tenno/LongGuns/GyreRifle/GyreRifleWeapon,Alternox,0,inf,1
Alternox,DoT,Alt-Fire Damage over Time,0,0,0,0,50,0,0,0,0,0,0,0,0,0,50,50,50,0.02,2,51,51,47.919463087248,28968,0.44,nil,0.44,0.44,1,1,0,0.95,8,28,40,540,1.8,nil,inf,0,18.2,Update 31.5,2022-04-27,Primary,Rifle,Primary,6,/Lotus/Weapons/Tenno/LongGuns/GyreRifle/GyreRifleWeapon,Alternox,0,6,0.6
Alternox,Active,Alt-Fire Explosion,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,100,100,0.02,2,102,102,95.838926174497,57936,0.44,nil,0.44,0.44,1,1,0,0.95,8,28,40,540,1.8,AoE,inf,0,18.2,Update 31.5,2022-04-27,Primary,Rifle,Primary,6,/Lotus/Weapons/Tenno/LongGuns/GyreRifle/GyreRifleWeapon,Alternox,0,6,0.6
Astilla Prime,Auto,Slug Impact,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,433,100,0.21,1.9,118.9,514.837,378.32480097979,17121.6,0.37,nil,1.37,5.9321,1,4.33,0,1.1,14,24,40,120,2,Projectile,120,0,25,Update 30.3,2021-05-25,Primary,Shotgun,Primary,0,/Lotus/Weapons/Tenno/LongGuns/PrimeAstilla/AstillaPrimeWeapon,Astilla,30,60,0.5
Astilla Prime,Auto,Glass Explosion,0,49,91,0,0,0,0,0,0,0,0,0,0,0,140,606.2,140,0.21,1.9,166.46,720.7718,529.65472137171,23970.24,0.37,nil,0.37,1.6021,1,4.33,0,1.1,14,24,40,120,2,AoE,inf,0,25,Update 30.3,2021-05-25,Primary,Shotgun,Primary,2.4,/Lotus/Weapons/Tenno/LongGuns/PrimeAstilla/AstillaPrimeWeapon,Astilla,0,2.4,0.3
Gorgon,Auto-Spool,Fully Spooled,18.75,3.75,2.5,0,0,0,0,0,0,0,0,0,0,0,25,312.5,25,0.17,1.5,27.125,339.0625,214.14473684211,17088.75,0.09,nil,0.09,1.125,1,12.5,0,1.4,3,90,80,540,4.2,Hit-Scan,inf,0,12.5,Vanilla,2012-10-25,Primary,Rifle,Primary,300,/Lotus/Weapons/Tenno/Rifle/HeavyRifle,Gorgon,0,inf,1
Baza,Auto,Normal Attack,5.76,6.72,3.52,0,0,0,0,0,0,0,0,0,0,0,16,266.72,16,0.26,3,24.32,405.4144,256.03233445957,20428.8,0.1,nil,0.1,1.667,1,16.67,0,1.05,7,40,80,800,1.4,Hit-Scan,inf,0,80,Update 22.4,2017-11-23,Primary,Rifle,Primary,300,/Lotus/Weapons/Tenno/LongGuns/TnSMG/TnSMGWeapon,Baza,22,34,0.5
Cernos Prime,Semi-Auto,Uncharged Horizontal/Vertical Shot,82.8,4.6,4.6,0,0,0,0,0,0,0,0,0,0,0,92,424.61538461538,276,0.35,2,372.6,573.23076923077,225.81818181818,27199.8,0.3,nil,0.9,1.3846153846154,3,1,0,1.25,12,1,15,72,0.65,Projectile,70,0,16.7,Hotfix 19.0.7,2016-11-22,Primary,Bow,Primary,0,/Lotus/Weapons/Tenno/Bows/PrimeCernos/PrimeCernos,Cernos,0,inf,1
Cernos Prime,Charge,Charged Horizontal/Vertical Shot,165.6,9.2,9.2,0,0,0,0,0,0,0,0,0,0,0,184,849.23076923077,552,0.35,2,745.2,1146.4615384615,648,54399.6,0.3,nil,0.9,0.78260869565217,3,1,0.5,1.25,12,1,15,72,0.65,Projectile,95,1,16.7,Hotfix 19.0.7,2016-11-22,Primary,Bow,Primary,0,/Lotus/Weapons/Tenno/Bows/PrimeCernos/PrimeCernos,Cernos,0,inf,1
Arca Plasmor,Semi-Auto,Normal Attack,0,0,0,0,0,0,0,0,0,0,0,600,0,0,600,660,600,0.22,1.6,679.2,747.12,571.19266055046,40752,0.28,nil,1.28,1.408,1,1.1,0,0.95,10,10,15,50,2.8,Projectile,60,0,9.1,Update 21.7,2017-09-09,Primary,Shotgun,Primary,30,/Lotus/Weapons/Corpus/LongGuns/CrpShotgun/CrpShotgun,Arca Plasmor,10,20,0.6667
Hind,Burst / Semi,Burst Mode,7.5,7.5,15,0,0,0,0,0,0,0,0,0,0,0,30,187.5,30,0.07,1.5,155.25,194.0625,162.76209677419,93926.25,0.15,nil,0.15,0.9375,1,6.25,0,1.42,0,65,80,540,2,Hit-Scan,inf,0,33.33,Update 9.6,2013-08-16,Primary,Rifle,Primary,300,/Lotus/Weapons/Grineer/LongGuns/BurstRifle/GrnBurstRifle,Hind,0,inf,1
Hind,Semi-Auto,Semi-Auto Mode,12,12,36,0,0,0,0,0,0,0,0,0,0,0,60,150,60,0.15,2,69,172.5,160.17857142857,41745,0.1,nil,0.1,0.25,1,2.5,0,1.42,0,65,80,540,2,nil,inf,0,28.6,Update 9.6,2013-08-16,Primary,Rifle,Primary,0,/Lotus/Weapons/Grineer/LongGuns/BurstRifle/GrnBurstRifle,Hind,0,inf,1
Corinth,Semi-Auto,Buckshot,25.2,37.8,27,0,0,0,0,0,0,0,0,0,0,0,90,631.8,540,0.3,2.8,831.6,972.972,632.53933168639,116424,0.06,nil,0.36,0.4212,6,1.17,0,1.15,8,5,15,135,2.3,Hit-Scan,inf,0,9.1,Update 22.8,2017-12-21,Primary,Shotgun,Primary,300,/Lotus/Weapons/Tenno/LongGuns/TnHeavyShotgun/TnHeavyShotgunGun,Corinth,18,36,0.6667
Corinth,Semi-Auto,Air Burst Projectile,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,117,100,0.04,1.6,102.4,119.808,77.888441034976,14336,0.28,nil,1.28,1.4976,1,1.17,0,1.15,8,5,15,135,2.3,Projectile,80,0,9.1,Update 22.8,2017-12-21,Primary,Shotgun,Primary,0,/Lotus/Weapons/Tenno/LongGuns/TnHeavyShotgun/TnHeavyShotgunGun,Corinth,0,inf,1
Corinth,Semi-Auto,Air Burst Explosion,0,0,0,0,0,0,0,404,0,0,0,0,0,0,404,472.68,404,0.04,1.6,413.696,484.02432,314.6693017813,57917.44,0.28,nil,1.28,1.4976,1,1.17,0,1.15,8,5,15,135,2.3,AoE,inf,0,9.1,Update 22.8,2017-12-21,Primary,Shotgun,Primary,9.4,/Lotus/Weapons/Tenno/LongGuns/TnHeavyShotgun/TnHeavyShotgunGun,Corinth,0,9.4,0.9
Boar Prime,Auto,Normal Attack,26,6,8,0,0,0,0,0,0,0,0,0,0,0,40,1494.4,320,0.15,2,368,1718.56,1046.5463956763,51520,0.1125,nil,0.9,4.203,8,4.67,0,1.34,11,20,40,120,2.75,Hit-Scan,inf,0,5,Update 10.0,2013-09-13,Primary,Shotgun,Primary,300,/Lotus/Weapons/Tenno/Shotgun/PrimeBoar,Boar,18,25,0.7
Carmine Penta,Active,Grenade Impact,75,0,0,0,0,0,0,0,0,0,0,0,0,0,75,202.5,75,0.1,2,82.5,222.75,132.98507462687,4125,0.1,nil,0.1,0.27,1,2.7,0,1.25,6,10,5,40,2.5,Projectile,20,0,100,Update 29.10,2021-03-19,Primary,Launcher,Primary,0,/Lotus/Weapons/Corpus/LongGuns/GrenadeLauncher/CarminePenta,Penta,0,inf,1
Carmine Penta,Active,Grenade Detonation,0,0,0,0,0,0,0,350,0,0,0,0,0,0,350,945,350,0.1,2,385,1039.5,620.59701492537,19250,0.1,nil,0.1,0.27,1,2.7,0,1.25,6,10,5,40,2.5,AoE,inf,0,100,Update 29.10,2021-03-19,Primary,Launcher,Primary,4,/Lotus/Weapons/Corpus/LongGuns/GrenadeLauncher/CarminePenta,Penta,0,4,0.5
Dex Sybaris,Burst,Normal Attack,22.5,18.75,33.75,0,0,0,0,0,0,0,0,0,0,0,75,312.75,75,0.35,2,202.5,422.2125,291.8279437176,112185,0.1,nil,0.1,0.417,1,4.17,0,1.25,7,14,80,540,1.5,Hit-Scan,inf,0,28.6,Hotfix 18.6.2,2016-03-22,Primary,Rifle,Primary,300,/Lotus/Weapons/Tenno/LongGuns/DexTheThird/DexTheThird,Sybaris,0,inf,1
Convectrix,Held,Normal Attack,1.2,1.2,9.6,0,0,0,0,0,0,0,0,0,0,0,12,288,24,0.16,2.4,29.376,352.512,300.92487804878,45239.04,0.45,nil,0.9,10.8,2,12,0,1.46,7,70,80,700,2,Discharge,inf,0.6,50,Update 17.5,2015-10-01,Primary,Shotgun,Primary,30,/Lotus/Weapons/Corpus/LongGuns/CrpSplitLaser/CrpSplitLaser,Convectrix,0,inf,1
